institution,state,division,year,partic_total,recruit_total,recruit_per_athlete,aid_total,aid_per_athlete,vs_division_median
University of North Texas at Dallas,TX,NAIA,2024,48,11000,229.16666666666666,102123,2127.5625,3.669403751049734
Georgia Military College,GA,2-Year (JUCO),2024,281,23127,82.30249110320284,188491,670.7864768683274,8.643202099519552
Atlantis University,FL,Other,2024,171,12000,70.17543859649123,704324,4118.853801169591,inf
Kennesaw State University,GA,NCAA D1 (FCS),2024,475,605699,1275.1557894736843,7406885,15593.442105263159,1.8090571232323982
Milligan University,TN,NAIA,2024,586,120067,204.8924914675768,8760605,14949.837883959044,3.2807270258314998
Emory University-Oxford College,GA,2-Year (JUCO),2024,104,3596,34.57692307692308,0,0.0,3.6311821200969394
Husson University,ME,NCAA D3,2024,469,61036,130.1407249466951,0,0.0,1.1515143778934955
Clovis Community College,CA,2-Year (JUCO),2024,124,0,0.0,0,0.0,0.0
Carolina University,NC,NAIA,2024,258,0,0.0,1793089,6949.957364341085,0.0
Westcliff University,CA,NAIA,2024,364,3145,8.64010989010989,126246,346.8296703296703,0.13834495261200497
Purdue University Northwest,IN,NCAA D2,2024,304,28493,93.72697368421052,1280364,4211.723684210527,0.7464952093650759
